案例编号,任务类型,请求序列,历史时隙,负载状态类型,历史资源缓存量,综合评价值,请求保障率,资源冗余率,案例质量分,近期平均请求到达量,请求到达量趋势,等待服务队列趋势,空闲算力资源趋势
valid_0_0_demo_game_001_user_seq_001_t161,快速问答服务,请求序列001,161,oversupply_risk,0.0,-4.810593605041504,1.0,1.0,-0.9999989200914264,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t162,快速问答服务,请求序列001,162,oversupply_risk,0.0,-4.810593605041504,1.0,1.0,-0.9999989200914264,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t163,快速问答服务,请求序列001,163,oversupply_risk,0.0,-4.810593605041504,1.0,1.0,-0.9999989200914264,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t164,快速问答服务,请求序列001,164,oversupply_risk,0.0,-4.810593605041504,1.0,1.0,-0.9999989838499486,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t165,快速问答服务,请求序列001,165,oversupply_risk,0.0,-4.810593605041504,1.0,1.0,-0.9999990438441269,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t166,快速问答服务,请求序列001,166,oversupply_risk,0.0,-4.810593605041504,1.0,1.0,-0.9999991002974974,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t167,快速问答服务,请求序列001,167,oversupply_risk,0.0,-4.810593605041504,1.0,1.0,-0.9999991534153263,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t168,快速问答服务,请求序列001,168,oversupply_risk,10.142558813095093,-4.9120192527771,1.0,1.0,-0.9999992033982553,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t169,快速问答服务,请求序列001,169,oversupply_risk,0.0,-4.9120192527771,1.0,1.0,-0.9999992033982553,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t170,快速问答服务,请求序列001,170,oversupply_risk,0.0,-4.9120192527771,1.0,1.0,-0.9999992033982553,0.0,0.0,0.0,2.535614013671875
valid_0_0_demo_game_001_user_seq_001_t171,快速问答服务,请求序列001,171,oversupply_risk,0.0,-4.9120192527771,1.0,1.0,-0.9999992033982553,0.0,0.0,0.0,2.535614013671875
valid_0_0_demo_game_001_user_seq_001_t172,快速问答服务,请求序列001,172,oversupply_risk,0.0,-4.9120192527771,1.0,1.0,-0.9999992033982553,0.0,0.0,0.0,2.535614013671875
valid_0_0_demo_game_001_user_seq_001_t173,快速问答服务,请求序列001,173,oversupply_risk,0.0,-4.9120192527771,1.0,1.0,-0.9999992033982553,0.0,0.0,0.0,2.535614013671875
valid_0_0_demo_game_001_user_seq_001_t174,快速问答服务,请求序列001,174,oversupply_risk,0.0,-4.9120192527771,1.0,1.0,-0.9999992033982553,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t175,快速问答服务,请求序列001,175,oversupply_risk,0.0,-4.9120192527771,1.0,1.0,-0.9999992033982553,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t176,快速问答服务,请求序列001,176,oversupply_risk,0.0,-4.9120192527771,1.0,1.0,-0.9999991982783136,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t177,快速问答服务,请求序列001,177,oversupply_risk,0.0,-4.9120192527771,1.0,1.0,-0.9999991882680361,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t178,快速问答服务,请求序列001,178,oversupply_risk,0.0,-4.9120192527771,1.0,1.0,-0.9999991784681167,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t179,快速问答服务,请求序列001,179,oversupply_risk,0.0,-4.9120192527771,1.0,1.0,-0.9999991685498844,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t180,快速问答服务,请求序列001,180,oversupply_risk,0.0,-4.902019023895264,1.0,0.9979641767677081,-0.9999993138860844,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t181,快速问答服务,请求序列001,181,oversupply_risk,0.0,-4.892019271850586,1.0,0.9979600238636369,-0.9999994374327541,0.20000000298023224,0.25,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t182,快速问答服务,请求序列001,182,oversupply_risk,0.0,-4.892019271850586,1.0,1.0,-0.9999995414921883,0.4000000059604645,0.25,0.0,-0.24999237060546875
valid_0_0_demo_game_001_user_seq_001_t183,快速问答服务,请求序列001,183,oversupply_risk,0.0,-4.892019271850586,1.0,1.0,-0.9999996261515368,0.4000000059604645,0.0,0.0,-0.49994659423828125
valid_0_0_demo_game_001_user_seq_001_t184,快速问答服务,请求序列001,184,oversupply_risk,34.021082520484924,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.4000000059604645,0.0,0.0,-0.49994659423828125
valid_0_0_demo_game_001_user_seq_001_t185,快速问答服务,请求序列001,185,oversupply_risk,0.0,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.4000000059604645,-0.25,0.0,-0.49994659423828125
valid_0_0_demo_game_001_user_seq_001_t186,快速问答服务,请求序列001,186,oversupply_risk,0.0,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.20000000298023224,-0.25,0.0,8.255287170410156
valid_0_0_demo_game_001_user_seq_001_t187,快速问答服务,请求序列001,187,oversupply_risk,0.0,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.0,0.0,0.0,8.505241394042969
valid_0_0_demo_game_001_user_seq_001_t188,快速问答服务,请求序列001,188,oversupply_risk,0.0,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.0,0.0,0.0,8.505241394042969
valid_0_0_demo_game_001_user_seq_001_t189,快速问答服务,请求序列001,189,oversupply_risk,0.0,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.0,0.0,0.0,8.505241394042969
valid_0_0_demo_game_001_user_seq_001_t190,快速问答服务,请求序列001,190,oversupply_risk,0.0,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t191,快速问答服务,请求序列001,191,oversupply_risk,0.0,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t192,快速问答服务,请求序列001,192,oversupply_risk,0.0,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t193,快速问答服务,请求序列001,193,oversupply_risk,0.0,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t194,快速问答服务,请求序列001,194,oversupply_risk,0.0,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t195,快速问答服务,请求序列001,195,oversupply_risk,0.0,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t196,快速问答服务,请求序列001,196,oversupply_risk,0.0,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t197,快速问答服务,请求序列001,197,oversupply_risk,0.0,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.0,0.0,0.0,0.0
valid_0_0_demo_game_001_user_seq_001_t198,快速问答服务,请求序列001,198,oversupply_risk,0.0,-5.232229709625244,1.0,1.0,-0.9999996951792997,0.0,0.0,0.0,0.0
train_0_0_demo_game_002_user_seq_002_t2,受灾目标识别,请求序列002,2,oversupply_risk,138.73471021652222,-3.3476908206939697,1.0,1.0,-0.9999994158696061,0.0,0.0,0.0,46.50859045982361
train_0_0_demo_game_002_user_seq_002_t3,受灾目标识别,请求序列002,3,oversupply_risk,133.97492170333862,-4.687439918518066,1.0,1.0,-0.9999999340614504,0.0,0.0,0.0,46.50859045982361
train_0_0_demo_game_002_user_seq_002_t3,受灾目标识别,请求序列002,3,oversupply_risk,133.97492170333862,-4.687439918518066,1.0,1.0,-0.9999999833706004,0.0,0.0,0.0,51.99485206604004
train_0_0_demo_game_002_user_seq_002_t4,受灾目标识别,请求序列002,4,oversupply_risk,148.98477792739868,-6.177287578582764,1.0,1.0,-0.9999999980290851,0.0,0.0,0.0,51.99485206604004
train_0_0_demo_game_002_user_seq_002_t4,受灾目标识别,请求序列002,4,oversupply_risk,148.98477792739868,-6.177287578582764,1.0,1.0,-0.9999999994289435,0.0,0.0,0.0,68.17740631103516
train_0_0_demo_game_002_user_seq_002_t5,受灾目标识别,请求序列002,5,oversupply_risk,80.6073248386383,-6.983360767364502,1.0,1.0,-0.9999999998176552,0.0,0.0,0.0,68.17740631103516
train_0_0_demo_game_002_user_seq_002_t5,受灾目标识别,请求序列002,5,oversupply_risk,80.6073248386383,-6.983360767364502,1.0,1.0,-0.999999999905561,0.0,0.0,0.0,70.7399673461914
train_0_0_demo_game_002_user_seq_002_t6,受灾目标识别,请求序列002,6,oversupply_risk,135.21350622177124,-8.245495796203613,1.0,0.9892028008550919,-0.999999999969153,0.0,0.0,0.0,70.7399673461914
train_0_0_demo_game_002_user_seq_002_t6,受灾目标识别,请求序列002,6,oversupply_risk,135.21350622177124,-8.245495796203613,1.0,0.9892028008550919,-0.9999999999785604,1.7999999523162842,2.25,0.0,57.39800262451172
train_0_0_demo_game_002_user_seq_002_t7,受灾目标识别,请求序列002,7,oversupply_risk,15.6736359000206,-8.092231750488281,1.0,0.9631050387766235,-0.9999999999837332,3.5999999046325684,2.25,0.0,57.39800262451172
train_0_0_demo_game_002_user_seq_002_t7,受灾目标识别,请求序列002,7,oversupply_risk,15.6736359000206,-8.092231750488281,1.0,0.9631050387766235,-0.9999999999888008,9.800000190734863,7.75,0.0,51.70515441894531
train_0_0_demo_game_002_user_seq_002_t8,受灾目标识别,请求序列002,8,oversupply_risk,102.54982709884644,-8.8577299118042,1.0,0.9714841350265254,-0.9999999999941048,16.0,7.75,0.0,51.70515441894531
train_0_0_demo_game_002_user_seq_002_t8,受灾目标识别,请求序列002,8,oversupply_risk,102.54982709884644,-8.8577299118042,1.0,0.9714841350265254,-0.9999999999950796,21.200000762939453,4.250000476837158,0.0,27.721847534179688
train_0_0_demo_game_002_user_seq_002_t9,受灾目标识别,请求序列002,9,oversupply_risk,0.0,-8.707730293273926,1.0,0.9830656389093406,-0.9999999999966757,24.600000381469727,4.250000476837158,0.0,27.721847534179688
train_0_0_demo_game_002_user_seq_002_t9,受灾目标识别,请求序列002,9,oversupply_risk,0.0,-8.707730293273926,1.0,0.9830656389093406,-0.9999999999979426,25.799999237060547,-4.0,0.0,15.305877685546875
train_0_0_demo_game_002_user_seq_002_t10,受灾目标识别,请求序列002,10,oversupply_risk,69.0226674079895,-9.157957077026367,1.0,0.9744625371218893,-0.9999999999994331,22.600000381469727,-4.0,0.0,15.305877685546875
train_0_0_demo_game_002_user_seq_002_t10,受灾目标识别,请求序列002,10,oversupply_risk,69.0226674079895,-9.157957077026367,1.0,0.9744625371218893,-0.9999999999997957,21.200000762939453,-0.5,0.0,15.387451171875
train_0_0_demo_game_002_user_seq_002_t11,受灾目标识别,请求序列002,11,oversupply_risk,35.41869819164276,-9.502143859863281,1.0,0.9989487123136669,-0.9999999999999605,20.799999237060547,-0.5,0.0,15.387451171875
train_0_0_demo_game_002_user_seq_002_t11,受灾目标识别,请求序列002,11,oversupply_risk,35.41869819164276,-9.502143859863281,1.0,0.9989487123136669,-0.9999999999999906,15.800000190734863,-3.5,0.0,7.50567626953125
train_0_0_demo_game_002_user_seq_002_t12,受灾目标识别,请求序列002,12,oversupply_risk,134.83355045318604,-10.850479125976562,1.0,1.0,-0.9999999999999984,13.0,-3.5,0.0,7.50567626953125
train_0_0_demo_game_002_user_seq_002_t12,受灾目标识别,请求序列002,12,oversupply_risk,134.83355045318604,-10.850479125976562,1.0,1.0,-0.9999999999999994,10.000000953674316,-6.000000476837158,0.0,19.86029052734375
train_0_0_demo_game_002_user_seq_002_t13,受灾目标识别,请求序列002,13,oversupply_risk,103.73749732971191,-11.887853622436523,1.0,1.0,-0.9999999999999999,5.200000286102295,-6.000000476837158,0.0,19.86029052734375
train_0_0_demo_game_002_user_seq_002_t13,受灾目标识别,请求序列002,13,oversupply_risk,103.73749732971191,-11.887853622436523,1.0,1.0,-1.0,0.4000000059604645,-0.25,0.0,42.31306457519531
train_0_0_demo_game_002_user_seq_002_t14,受灾目标识别,请求序列002,14,oversupply_risk,57.12170600891113,-12.459071159362793,1.0,1.0,-1.0,0.20000000298023224,-0.25,0.0,42.31306457519531
train_0_0_demo_game_002_user_seq_002_t14,受灾目标识别,请求序列002,14,oversupply_risk,57.12170600891113,-12.459071159362793,1.0,1.0,-1.0,0.0,0.0,0.0,59.64276123046875
train_0_0_demo_game_002_user_seq_002_t15,受灾目标识别,请求序列002,15,oversupply_risk,99.13454055786133,-13.450416564941406,1.0,1.0,-1.0,0.0,0.0,0.0,59.64276123046875
train_0_0_demo_game_002_user_seq_002_t15,受灾目标识别,请求序列002,15,oversupply_risk,99.13454055786133,-13.450416564941406,1.0,1.0,-1.0,0.0,0.0,0.0,40.214752197265625
train_0_0_demo_game_002_user_seq_002_t16,受灾目标识别,请求序列002,16,oversupply_risk,136.8371844291687,-14.818788528442383,1.0,1.0,-1.0,0.0,0.0,0.0,40.214752197265625
train_0_0_demo_game_002_user_seq_002_t16,受灾目标识别,请求序列002,16,oversupply_risk,136.8371844291687,-14.818788528442383,1.0,1.0,-1.0,0.0,0.0,0.0,39.064117431640625
train_0_0_demo_game_002_user_seq_002_t17,受灾目标识别,请求序列002,17,oversupply_risk,133.92643928527832,-16.158052444458008,1.0,1.0,-1.0,0.0,0.0,0.0,39.064117431640625
train_0_0_demo_game_002_user_seq_002_t17,受灾目标识别,请求序列002,17,oversupply_risk,133.92643928527832,-16.158052444458008,1.0,1.0,-1.0,0.0,0.0,0.0,58.99298095703125
train_0_0_demo_game_002_user_seq_002_t18,受灾目标识别,请求序列002,18,oversupply_risk,85.5197012424469,-17.013248443603516,1.0,1.0,-1.0,0.0,0.0,0.0,58.99298095703125
train_0_0_demo_game_002_user_seq_002_t18,受灾目标识别,请求序列002,18,oversupply_risk,85.5197012424469,-17.013248443603516,1.0,1.0,-1.0,0.0,0.0,0.0,67.69085693359375
train_0_0_demo_game_002_user_seq_002_t19,受灾目标识别,请求序列002,19,oversupply_risk,139.19308185577393,-18.405179977416992,1.0,1.0,-1.0,0.0,0.0,0.0,67.69085693359375
train_0_0_demo_game_002_user_seq_002_t19,受灾目标识别,请求序列002,19,oversupply_risk,139.19308185577393,-18.405179977416992,1.0,1.0,-1.0,0.0,0.0,0.0,54.86151123046875
train_0_0_demo_game_002_user_seq_002_t20,受灾目标识别,请求序列002,20,oversupply_risk,116.75189733505249,-19.57269859313965,1.0,1.0,-1.0,0.0,0.0,0.0,54.86151123046875
train_0_0_demo_game_002_user_seq_002_t20,受灾目标识别,请求序列002,20,oversupply_risk,116.75189733505249,-19.57269859313965,1.0,1.0,-1.0,0.0,0.0,0.0,56.1781005859375
train_0_0_demo_game_002_user_seq_002_t21,受灾目标识别,请求序列002,21,oversupply_risk,147.07354307174683,-21.043434143066406,1.0,1.0,-1.0,0.0,0.0,0.0,56.1781005859375
train_0_0_demo_game_002_user_seq_002_t21,受灾目标识别,请求序列002,21,oversupply_risk,147.07354307174683,-21.043434143066406,1.0,1.0,-1.0,0.0,0.0,0.0,63.986328125
train_0_0_demo_game_002_user_seq_002_t22,受灾目标识别,请求序列002,22,oversupply_risk,34.22688543796539,-21.385704040527344,1.0,1.0,-1.0,0.0,0.0,0.0,63.986328125
train_0_0_demo_game_002_user_seq_002_t22,受灾目标识别,请求序列002,22,oversupply_risk,34.22688543796539,-21.385704040527344,1.0,1.0,-1.0,0.0,0.0,0.0,65.95651245117188
train_0_0_demo_game_002_user_seq_002_t23,受灾目标识别,请求序列002,23,oversupply_risk,149.6908187866211,-22.882612228393555,1.0,1.0,-1.0,0.0,0.0,0.0,65.95651245117188
train_0_0_demo_game_002_user_seq_002_t23,受灾目标识别,请求序列002,23,oversupply_risk,149.6908187866211,-22.882612228393555,1.0,1.0,-1.0,0.0,0.0,0.0,45.324951171875
train_0_0_demo_game_002_user_seq_002_t24,受灾目标识别,请求序列002,24,oversupply_risk,65.75750708580017,-23.54018783569336,1.0,1.0,-1.0,0.0,0.0,0.0,45.324951171875
train_0_0_demo_game_002_user_seq_002_t24,受灾目标识别,请求序列002,24,oversupply_risk,65.75750708580017,-23.54018783569336,1.0,1.0,-1.0,0.0,0.0,0.0,45.97930908203125
train_0_0_demo_game_002_user_seq_002_t25,受灾目标识别,请求序列002,25,oversupply_risk,105.65551519393921,-24.596742630004883,1.0,1.0,-1.0,0.0,0.0,0.0,45.97930908203125
train_0_0_demo_game_002_user_seq_002_t25,受灾目标识别,请求序列002,25,oversupply_risk,105.65551519393921,-24.596742630004883,1.0,1.0,-1.0,0.0,0.0,0.0,53.8623046875
train_0_0_demo_game_002_user_seq_002_t26,受灾目标识别,请求序列002,26,oversupply_risk,141.29709005355835,-26.009714126586914,1.0,1.0,-1.0,0.0,0.0,0.0,53.8623046875
train_0_0_demo_game_002_user_seq_002_t26,受灾目标识别,请求序列002,26,oversupply_risk,141.29709005355835,-26.009714126586914,1.0,1.0,-1.0,0.0,0.0,0.0,42.8533935546875
train_0_0_demo_game_002_user_seq_002_t27,受灾目标识别,请求序列002,27,oversupply_risk,164.01554346084595,-27.649869918823242,1.0,1.0,-1.0,0.0,0.0,0.0,42.8533935546875
train_0_0_demo_game_002_user_seq_002_t27,受灾目标识别,请求序列002,27,oversupply_risk,164.01554346084595,-27.649869918823242,1.0,1.0,-1.0,0.0,0.0,0.0,61.738037109375
train_0_0_demo_game_002_user_seq_002_t28,受灾目标识别,请求序列002,28,oversupply_risk,107.11778402328491,-28.72104835510254,1.0,1.0,-1.0,0.0,0.0,0.0,61.738037109375
train_0_0_demo_game_002_user_seq_002_t28,受灾目标识别,请求序列002,28,oversupply_risk,107.11778402328491,-28.72104835510254,1.0,1.0,-1.0,0.0,0.0,0.0,76.32806396484375
train_0_0_demo_game_002_user_seq_002_t29,受灾目标识别,请求序列002,29,oversupply_risk,91.84404015541077,-29.639488220214844,1.0,1.0,-1.0,0.0,0.0,0.0,76.32806396484375
train_0_0_demo_game_002_user_seq_002_t29,受灾目标识别,请求序列002,29,oversupply_risk,91.84404015541077,-29.639488220214844,1.0,1.0,-1.0,0.0,0.0,0.0,67.78338623046875
train_0_0_demo_game_002_user_seq_002_t30,受灾目标识别,请求序列002,30,oversupply_risk,184.18595790863037,-31.481346130371094,1.0,1.0,-1.0,0.0,0.0,0.0,67.78338623046875
train_0_0_demo_game_002_user_seq_002_t30,受灾目标识别,请求序列002,30,oversupply_risk,184.18595790863037,-31.481346130371094,1.0,1.0,-1.0,0.0,0.0,0.0,49.74053955078125
train_0_0_demo_game_002_user_seq_002_t31,受灾目标识别,请求序列002,31,oversupply_risk,149.32315349578857,-32.974578857421875,1.0,1.0,-1.0,0.0,0.0,0.0,49.74053955078125
train_0_0_demo_game_002_user_seq_002_t31,受灾目标识别,请求序列002,31,oversupply_risk,149.32315349578857,-32.974578857421875,1.0,1.0,-1.0,0.0,0.0,0.0,69.0074462890625
train_0_0_demo_game_002_user_seq_002_t32,受灾目标识别,请求序列002,32,oversupply_risk,97.10659980773926,-33.94564437866211,1.0,1.0,-1.0,0.0,0.0,0.0,69.0074462890625
train_0_0_demo_game_002_user_seq_002_t32,受灾目标识别,请求序列002,32,oversupply_risk,97.10659980773926,-33.94564437866211,1.0,1.0,-1.0,0.0,0.0,0.0,83.37744140625
train_0_0_demo_game_002_user_seq_002_t33,受灾目标识别,请求序列002,33,oversupply_risk,98.14202189445496,-34.927066802978516,1.0,1.0,-1.0,0.0,0.0,0.0,83.37744140625
train_0_0_demo_game_002_user_seq_002_t33,受灾目标识别,请求序列002,33,oversupply_risk,98.14202189445496,-34.927066802978516,1.0,1.0,-1.0,0.0,0.0,0.0,61.60736083984375
train_0_0_demo_game_002_user_seq_002_t34,受灾目标识别,请求序列002,34,oversupply_risk,131.2718152999878,-36.239784240722656,1.0,1.0,-1.0,0.0,0.0,0.0,61.60736083984375
train_0_0_demo_game_002_user_seq_002_t34,受灾目标识别,请求序列002,34,oversupply_risk,131.2718152999878,-36.239784240722656,1.0,1.0,-1.0,0.0,0.0,0.0,48.81158447265625
train_0_0_demo_game_002_user_seq_002_t35,受灾目标识别,请求序列002,35,oversupply_risk,32.71065950393677,-36.566890716552734,1.0,1.0,-1.0,0.0,0.0,0.0,48.81158447265625
train_0_0_demo_game_002_user_seq_002_t35,受灾目标识别,请求序列002,35,oversupply_risk,32.71065950393677,-36.566890716552734,1.0,1.0,-1.0,0.0,0.0,0.0,57.35333251953125
train_0_0_demo_game_002_user_seq_002_t36,受灾目标识别,请求序列002,36,oversupply_risk,119.49204206466675,-37.76181411743164,1.0,1.0,-1.0,0.0,0.0,0.0,57.35333251953125
train_0_0_demo_game_002_user_seq_002_t36,受灾目标识别,请求序列002,36,oversupply_risk,119.49204206466675,-37.76181411743164,1.0,1.0,-1.0,0.0,0.0,0.0,40.99615478515625
train_0_0_demo_game_002_user_seq_002_t37,受灾目标识别,请求序列002,37,oversupply_risk,23.913204669952393,-38.00094223022461,1.0,1.0,-1.0,0.0,0.0,0.0,40.99615478515625
train_0_0_demo_game_002_user_seq_002_t37,受灾目标识别,请求序列002,37,oversupply_risk,23.913204669952393,-38.00094223022461,1.0,1.0,-1.0,0.0,0.0,0.0,38.051025390625
train_0_0_demo_game_002_user_seq_002_t38,受灾目标识别,请求序列002,38,oversupply_risk,139.37503099441528,-39.394691467285156,1.0,1.0,-1.0,0.0,0.0,0.0,38.051025390625
train_0_0_demo_game_002_user_seq_002_t38,受灾目标识别,请求序列002,38,oversupply_risk,139.37503099441528,-39.394691467285156,1.0,1.0,-1.0,0.0,0.0,0.0,35.85076904296875
train_0_0_demo_game_002_user_seq_002_t39,受灾目标识别,请求序列002,39,oversupply_risk,127.83864736557007,-40.67308044433594,1.0,1.0,-1.0,0.0,0.0,0.0,35.85076904296875
train_0_0_demo_game_002_user_seq_002_t39,受灾目标识别,请求序列002,39,oversupply_risk,127.83864736557007,-40.67308044433594,1.0,1.0,-1.0,0.0,0.0,0.0,40.82147216796875
train_0_0_demo_game_002_user_seq_002_t40,受灾目标识别,请求序列002,40,oversupply_risk,129.29233312606812,-41.96600341796875,1.0,1.0,-1.0,0.0,0.0,0.0,40.82147216796875
train_0_0_demo_game_002_user_seq_002_t40,受灾目标识别,请求序列002,40,oversupply_risk,129.29233312606812,-41.96600341796875,1.0,1.0,-1.0,0.0,0.0,0.0,66.8040771484375
train_0_0_demo_game_002_user_seq_002_t41,受灾目标识别,请求序列002,41,oversupply_risk,165.85339307785034,-43.624534606933594,1.0,1.0,-1.0,0.0,0.0,0.0,66.8040771484375
train_0_0_demo_game_002_user_seq_002_t41,受灾目标识别,请求序列002,41,oversupply_risk,165.85339307785034,-43.624534606933594,1.0,1.0,-1.0,0.0,0.0,0.0,64.28289794921875
train_0_0_demo_game_002_user_seq_002_t42,受灾目标识别,请求序列002,42,oversupply_risk,12.718716263771057,-43.75172424316406,1.0,1.0,-1.0,0.0,0.0,0.0,64.28289794921875
train_0_0_demo_game_002_user_seq_002_t42,受灾目标识别,请求序列002,42,oversupply_risk,12.718716263771057,-43.75172424316406,1.0,1.0,-1.0,0.0,0.0,0.0,73.78662109375
train_0_0_demo_game_002_user_seq_002_t43,受灾目标识别,请求序列002,43,oversupply_risk,100.21747350692749,-44.75389862060547,1.0,1.0,-1.0,0.0,0.0,0.0,73.78662109375
train_0_0_demo_game_002_user_seq_002_t43,受灾目标识别,请求序列002,43,oversupply_risk,100.21747350692749,-44.75389862060547,1.0,1.0,-1.0,0.0,0.0,0.0,44.643798828125
train_0_0_demo_game_002_user_seq_002_t44,受灾目标识别,请求序列002,44,oversupply_risk,123.87868165969849,-45.99268341064453,1.0,1.0,-1.0,0.0,0.0,0.0,44.643798828125
train_0_0_demo_game_002_user_seq_002_t44,受灾目标识别,请求序列002,44,oversupply_risk,123.87868165969849,-45.99268341064453,1.0,1.0,-1.0,0.0,0.0,0.0,28.2337646484375
train_0_0_demo_game_002_user_seq_002_t45,受灾目标识别,请求序列002,45,oversupply_risk,131.18388652801514,-47.30452346801758,1.0,1.0,-1.0,0.0,0.0,0.0,28.2337646484375
train_0_0_demo_game_002_user_seq_002_t45,受灾目标识别,请求序列002,45,oversupply_risk,131.18388652801514,-47.30452346801758,1.0,1.0,-1.0,0.0,0.0,0.0,56.02392578125
train_0_0_demo_game_002_user_seq_002_t46,受灾目标识别,请求序列002,46,oversupply_risk,129.5754313468933,-48.60028076171875,1.0,1.0,-1.0,0.0,0.0,0.0,56.02392578125
train_0_0_demo_game_002_user_seq_002_t46,受灾目标识别,请求序列002,46,oversupply_risk,129.5754313468933,-48.60028076171875,1.0,1.0,-1.0,0.0,0.0,0.0,63.7655029296875
train_0_0_demo_game_002_user_seq_002_t47,受灾目标识别,请求序列002,47,oversupply_risk,117.87018775939941,-49.77898025512695,1.0,1.0,-1.0,0.0,0.0,0.0,63.7655029296875
train_0_0_demo_game_002_user_seq_002_t47,受灾目标识别,请求序列002,47,oversupply_risk,117.87018775939941,-49.77898025512695,1.0,1.0,-1.0,0.0,0.0,0.0,65.1893310546875
train_0_0_demo_game_002_user_seq_002_t48,受灾目标识别,请求序列002,48,oversupply_risk,99.18313026428223,-50.770809173583984,1.0,1.0,-1.0,0.0,0.0,0.0,65.1893310546875
train_0_0_demo_game_002_user_seq_002_t48,受灾目标识别,请求序列002,48,oversupply_risk,99.18313026428223,-50.770809173583984,1.0,1.0,-1.0,0.0,0.0,0.0,61.86181640625
train_0_0_demo_game_002_user_seq_002_t49,受灾目标识别,请求序列002,49,oversupply_risk,168.44823360443115,-52.455291748046875,1.0,1.0,-1.0,0.0,0.0,0.0,61.86181640625
train_0_0_demo_game_002_user_seq_002_t49,受灾目标识别,请求序列002,49,oversupply_risk,168.44823360443115,-52.455291748046875,1.0,1.0,-1.0,0.0,0.0,0.0,54.263916015625
train_0_0_demo_game_002_user_seq_002_t50,受灾目标识别,请求序列002,50,oversupply_risk,13.910934329032898,-52.59440231323242,1.0,1.0,-1.0,0.0,0.0,0.0,54.263916015625
train_0_0_demo_game_002_user_seq_002_t50,受灾目标识别,请求序列002,50,oversupply_risk,13.910934329032898,-52.59440231323242,1.0,1.0,-1.0,0.0,0.0,0.0,66.9072265625
train_0_0_demo_game_002_user_seq_002_t51,受灾目标识别,请求序列002,51,oversupply_risk,168.1854009628296,-54.2762565612793,1.0,1.0,-1.0,0.0,0.0,0.0,66.9072265625
train_0_0_demo_game_002_user_seq_002_t51,受灾目标识别,请求序列002,51,oversupply_risk,168.1854009628296,-54.2762565612793,1.0,1.0,-1.0,0.0,0.0,0.0,45.5897216796875
train_0_0_demo_game_002_user_seq_002_t52,受灾目标识别,请求序列002,52,oversupply_risk,141.73403978347778,-55.693599700927734,1.0,1.0,-1.0,0.0,0.0,0.0,45.5897216796875
train_0_0_demo_game_002_user_seq_002_t52,受灾目标识别,请求序列002,52,oversupply_risk,141.73403978347778,-55.693599700927734,1.0,1.0,-1.0,0.0,0.0,0.0,45.5245361328125
train_0_0_demo_game_002_user_seq_002_t53,受灾目标识别,请求序列002,53,oversupply_risk,156.29433393478394,-57.25654220581055,1.0,1.0,-1.0,0.0,0.0,0.0,45.5245361328125
train_0_0_demo_game_002_user_seq_002_t53,受灾目标识别,请求序列002,53,oversupply_risk,156.29433393478394,-57.25654220581055,1.0,1.0,-1.0,0.0,0.0,0.0,77.47900390625
